(-85, 209) 28 1969 259
(-85, 210) 28 1969 259
(-85, 211) 28 1970 260
(-85, 212) 28 1970 260
(-85, 213) 28 1970 260
(-85, 214) 28 1970 260
(-85, 215) 28 1970 260
(-85, 216) 28 1971 260
(-85, 217) 28 1971 260
(-85, 218) 28 1971 260
(-85, 219) 28 1971 260
(-85, 220) 28 1971 260
(-85, 221) 29 2036 268
(-85, 222) 29 2036 268
(-85, 223) 29 2036 268
(-85, 224) 29 2036 268
(-85, 225) 29 2036 268
(-85, 226) 29 2037 268
(-85, 227) 29 2037 268
(-85, 228) 29 2037 268
(-85, 229) 29 2037 268
(-85, 230) 29 2037 268
(-85, 231) 29 2038 269
(-85, 232) 29 2038 269
(-85, 233) 29 2038 269
(-85, 234) 29 2038 269
(-85, 235) 29 2038 269
(-85, 236) 29 2039 269
(-85, 237) 29 2039 269
(-85, 238) 29 2039 269
(-85, 239) 29 2039 269
(-85, 240) 29 2039 269
(-85, 241) 30 2104 277
(-85, 242) 30 2104 277
(-85, 243) 30 2104 277
(-85, 244) 30 2104 277
(-85, 245) 30 2104 277
(-85, 246) 30 2105 277
(-85, 247) 30 2105 277
(-85, 248) 30 2105 277
(-85, 249) 30 2105 277
(-85, 250) 30 2105 277
(-85, 251) 30 2106 278
(-85, 252) 30 2106 278
(-85, 253) 30 2106 278
(-85, 254) 30 2106 278
(-85, 255) 30 2106 278
(-85, 256) 30 2107 278
(-85, 257) 30 2107 278
(-85, 258) 30 2107 278
(-85, 259) 30 2107 278
(-85, 260) 30 2107 278
(-85, 261) 31 2172 286
(-85, 262) 31 2172 286
(-85, 263) 31 2172 286
(-85, 264) 31 2172 286
(-85, 265) 31 2172 286
(-85, 266) 31 2173 286
(-85, 267) 31 2173 286
(-85, 268) 31 2173 286
(-85, 269) 31 2173 286
(-85, 270) 31 2173 286
(-85, 271) 31 2174 287
(-85, 272) 31 2174 287
(-85, 273) 31 2174 287
(-85, 274) 31 2174 287
(-85, 275) 31 2174 287
(-85, 276) 31 2175 287
(-85, 277) 31 2175 287
(-85, 278) 31 2175 287
(-85, 279) 31 2175 287
(-85, 280) 31 2175 287
(-85, 281) 32 2240 295
(-85, 282) 32 2240 295
(-85, 283) 32 2240 295
(-85, 284) 32 2240 295
(-85, 285) 32 2240 295
(-85, 286) 32 2241 295
(-85, 287) 32 2241 295
(-85, 288) 32 2241 295
(-85, 289) 32 2241 295
(-85, 290) 32 2241 295
(-85, 291) 32 2242 296
(-85, 292) 32 2242 296
(-85, 293) 32 2242 296
(-85, 294) 32 2242 296
(-85, 295) 32 2242 296
(-85, 296) 32 2243 296
(-85, 297) 32 2243 296
(-85, 298) 32 2243 296
(-85, 299) 32 2243 296
(-85, 300) 32 2243 296
(-85, 301) 33 2308 304
(-85, 302) 33 2308 304
(-85, 303) 33 2308 304
(-85, 304) 33 2308 304
(-85, 305) 33 2308 304
(-85, 306) 33 2309 304
(-85, 307) 33 2309 304
(-85, 308) 33 2309 304
(-85, 309) 33 2309 304
(-85, 310) 33 2309 304
(-85, 311) 33 2310 305
(-85, 312) 33 2310 305
(-85, 313) 33 2310 305
(-85, 314) 33 2310 305
(-85, 315) 33 2310 305
(-85, 316) 33 2311 305
(-85, 317) 33 2311 305
(-85, 318) 33 2311 305
(-85, 319) 33 2311 305
(-85, 320) 33 2311 305
(-85, 321) 34 2376 313
(-85, 322) 34 2376 313
(-85, 323) 34 2376 313
(-85, 324) 34 2376 313
(-85, 325) 34 2376 313
(-85, 326) 34 2377 313
(-85, 327) 34 2377 313
(-85, 328) 34 2377 313
(-85, 329) 34 2377 313
(-85, 330) 34 2377 313
(-85, 331) 34 2378 314
(-85, 332) 34 2378 314
(-85, 333) 34 2378 314
(-85, 334) 34 2378 314
(-85, 335) 34 2378 314
(-85, 336) 34 2379 314
(-85, 337) 34 2379 314
(-85, 338) 34 2379 314
(-85, 339) 34 2379 314
(-85, 340) 34 2379 314
(-85, 341) 35 2444 322
(-85, 342) 35 2444 322
(-85, 343) 35 2444 322
(-85, 344) 35 2444 322
(-85, 345) 35 2444 322
(-85, 346) 35 2445 322
(-85, 347) 35 2445 322
(-85, 348) 35 2445 322
(-85, 349) 35 2445 322
(-85, 350) 35 2445 322
(-85, 351) 35 2446 323
(-85, 352) 35 2446 323
(-85, 353) 35 2446 323
(-85, 354) 35 2446 323
(-85, 355) 35 2446 323
(-85, 356) 35 2447 323
(-85, 357) 35 2447 323
(-85, 358) 35 2447 323
(-85, 359) 35 2447 323
(-85, 360) 35 2447 323
(-84, 1) 18 1288 169
(-84, 2) 18 1288 169
(-84, 3) 18 1288 169
(-84, 4) 18 1288 169
(-84, 5) 18 1288 169
(-84, 6) 18 1289 169
(-84, 7) 18 1289 169
(-84, 8) 18 1289 169
(-84, 9) 18 1289 169
(-84, 10) 18 1289 169
(-84, 11) 18 1290 170
(-84, 12) 18 1290 170
(-84, 13) 18 1290 170
(-84, 14) 18 1290 170
(-84, 15) 18 1290 170
(-84, 16) 18 1291 170
(-84, 17) 18 1291 170
(-84, 18) 18 1291 170
(-84, 19) 18 1291 170
(-84, 20) 18 1291 170
(-84, 21) 19 1356 178
(-84, 22) 19 1356 178
(-84, 23) 19 1356 178
(-84, 24) 19 1356 178
(-84, 25) 19 1356 178
(-84, 26) 19 1357 178
(-84, 27) 19 1357 178
(-84, 28) 19 1357 178
(-84, 29) 19 1357 178
(-84, 30) 19 1357 178
(-84, 31) 19 1358 179
(-84, 32) 19 1358 179
(-84, 33) 19 1358 179
(-84, 34) 19 1358 179
(-84, 35) 19 1358 179
(-84, 36) 19 1359 179
(-84, 37) 19 1359 179
(-84, 38) 19 1359 179
(-84, 39) 19 1359 179
(-84, 40) 19 1359 179
(-84, 41) 20 1424 187
(-84, 42) 20 1424 187
(-84, 43) 20 1424 187
(-84, 44) 20 1424 187
(-84, 45) 20 1424 187
(-84, 46) 20 1425 187
(-84, 47) 20 1425 187
(-84, 48) 20 1425 187
(-84, 49) 20 1425 187
(-84, 50) 20 1425 187
(-84, 51) 20 1426 188
(-84, 52) 20 1426 188
(-84, 53) 20 1426 188
(-84, 54) 20 1426 188
(-84, 55) 20 1426 188
(-84, 56) 20 1427 188
(-84, 57) 20 1427 188
(-84, 58) 20 1427 188
(-84, 59) 20 1427 188
(-84, 60) 20 1427 188
(-84, 61) 21 1492 196
(-84, 62) 21 1492 196
(-84, 63) 21 1492 196
(-84, 64) 21 1492 196
(-84, 65) 21 1492 196
(-84, 66) 21 1493 196
(-84, 67) 21 1493 196
(-84, 68) 21 1493 196
(-84, 69) 21 1493 196
(-84, 70) 21 1493 196
(-84, 71) 21 1494 197
(-84, 72) 21 1494 197
(-84, 73) 21 1494 197
(-84, 74) 21 1494 197
(-84, 75) 21 1494 197
(-84, 76) 21 1495 197
(-84, 77) 21 1495 197
(-84, 78) 21 1495 197
(-84, 79) 21 1495 197
(-84, 80) 21 1495 197
(-84, 81) 22 1560 205
(-84, 82) 22 1560 205
(-84, 83) 22 1560 205
(-84, 84) 22 1560 205
(-84, 85) 22 1560 205
(-84, 86) 22 1561 205
(-84, 87) 22 1561 205
(-84, 88) 22 1561 205
(-84, 89) 22 1561 205
(-84, 90) 22 1561 205
(-84, 91) 22 1562 206
(-84, 92) 22 1562 206
(-84, 93) 22 1562 206
(-84, 94) 22 1562 206
(-84, 95) 22 1562 206
(-84, 96) 22 1563 206
(-84, 97) 22 1563 206
(-84, 98) 22 1563 206
(-84, 99) 22 1563 206
(-84, 100) 22 1563 206
(-84, 101) 23 1628 214
(-84, 102) 23 1628 214
(-84, 103) 23 1628 214
(-84, 104) 23 1628 214
(-84, 105) 23 1628 214
(-84, 106) 23 1629 214
(-84, 107) 23 1629 214
(-84, 108) 23 1629 214
(-84, 109) 23 1629 214
(-84, 110) 23 1629 214
(-84, 111) 23 1630 215
(-84, 112) 23 1630 215
(-84, 113) 23 1630 215
(-84, 114) 23 1630 215
(-84, 115) 23 1630 215
(-84, 116) 23 1631 215
(-84, 117) 23 1631 215
(-84, 118) 23 1631 215
(-84, 119) 23 1631 215
(-84, 120) 23 1631 215
(-84, 121) 24 1696 223
(-84, 122) 24 1696 223
(-84, 123) 24 1696 223
(-84, 124) 24 1696 223
(-84, 125) 24 1696 223
(-84, 126) 24 1697 223
(-84, 127) 24 1697 223
(-84, 128) 24 1697 223
(-84, 129) 24 1697 223
(-84, 130) 24 1697 223
(-84, 131) 24 1698 224
(-84, 132) 24 1698 224
(-84, 133) 24 1698 224
(-84, 134) 24 1698 224
(-84, 135) 24 1698 224
(-84, 136) 24 1699 224
(-84, 137) 24 1699 224
(-84, 138) 24 1699 224
(-84, 139) 24 1699 224
(-84, 140) 24 1699 224
(-84, 141) 25 1764 232
(-84, 142) 25 1764 232
(-84, 143) 25 1764 232
(-84, 144) 25 1764 232
(-84, 145) 25 1764 232
(-84, 146) 25 1765 232
(-84, 147) 25 1765 232
(-84, 148) 25 1765 232
(-84, 149) 25 1765 232
(-84, 150) 25 1765 232
(-84, 151) 25 1766 233
(-84, 152) 25 1766 233
(-84, 153) 25 1766 233
(-84, 154) 25 1766 233
(-84, 155) 25 1766 233
(-84, 156) 25 1767 233
(-84, 157) 25 1767 233
(-84, 158) 25 1767 233
(-84, 159) 25 1767 233
(-84, 160) 25 1767 233
(-84, 161) 26 1832 241
(-84, 162) 26 1832 241
(-84, 163) 26 1832 241
(-84, 164) 26 1832 241
(-84, 165) 26 1832 241
(-84, 166) 26 1833 241
(-84, 167) 26 1833 241
(-84, 168) 26 1833 241
(-84, 169) 26 1833 241
(-84, 170) 26 1833 241
(-84, 171) 26 1834 242
(-84, 172) 26 1834 242
(-84, 173) 26 1834 242
(-84, 174) 26 1834 242
(-84, 175) 26 1834 242
(-84, 176) 26 1835 242
(-84, 177) 26 1835 242
(-84, 178) 26 1835 242
(-84, 179) 26 1835 242
(-84, 180) 26 1835 242
(-84, 181) 27 1900 250
(-84, 182) 27 1900 250
(-84, 183) 27 1900 250
(-84, 184) 27 1900 250
(-84, 185) 27 1900 250
(-84, 186) 27 1901 250
(-84, 187) 27 1901 250
(-84, 188) 27 1901 250
(-84, 189) 27 1901 250
(-84, 190) 27 1901 250
(-84, 191) 27 1902 251
(-84, 192) 27 1902 251
(-84, 193) 27 1902 251
(-84, 194) 27 1902 251
(-84, 195) 27 1902 251
(-84, 196) 27 1903 251
(-84, 197) 27 1903 251
(-84, 198) 27 1903 251
(-84, 199) 27 1903 251
(-84, 200) 27 1903 251
(-84, 201) 28 1968 259
(-84, 202) 28 1968 259
(-84, 203) 28 1968 259
(-84, 204) 28 1968 259
(-84, 205) 28 1968 259
(-84, 206) 28 1969 259
(-84, 207) 28 1969 259
(-84, 208) 28 1969 259
(-84, 209) 28 1969 259
(-84, 210) 28 1969 259
(-84, 211) 28 1970 260
(-84, 212) 28 1970 260
(-84, 213) 28 1970 260
(-84, 214) 28 1970 260
(-84, 215) 28 1970 260
(-84, 216) 28 1971 260
(-84, 217) 28 1971 260
(-84, 218) 28 1971 260
(-84, 219) 28 1971 260
(-84, 220) 28 1971 260
(-84, 221) 29 2036 268
(-84, 222) 29 2036 268
(-84, 223) 29 2036 268
(-84, 224) 29 2036 268
(-84, 225) 29 2036 268
(-84, 226) 29 2037 268
(-84, 227) 29 2037 268
(-84, 228) 29 2037 268
(-84, 229) 29 2037 268
(-84, 230) 29 2037 268
(-84, 231) 29 2038 269
(-84, 232) 29 2038 269
(-84, 233) 29 2038 269
(-84, 234) 29 2038 269
(-84, 235) 29 2038 269
(-84, 236) 29 2039 269
(-84, 237) 29 2039 269
(-84, 238) 29 2039 269
(-84, 239) 29 2039 269
(-84, 240) 29 2039 269
(-84, 241) 30 2104 277
(-84, 242) 30 2104 277
(-84, 243) 30 2104 277
(-84, 244) 30 2104 277
(-84, 245) 30 2104 277
(-84, 246) 30 2105 277
(-84, 247) 30 2105 277
(-84, 248) 30 2105 277
(-84, 249) 30 2105 277
(-84, 250) 30 2105 277
(-84, 251) 30 2106 278
(-84, 252) 30 2106 278
(-84, 253) 30 2106 278
(-84, 254) 30 2106 278
(-84, 255) 30 2106 278
(-84, 256) 30 2107 278
(-84, 257) 30 2107 278
(-84, 258) 30 2107 278
(-84, 259) 30 2107 278
(-84, 260) 30 2107 278
(-84, 261) 31 2172 286
(-84, 262) 31 2172 286
(-84, 263) 31 2172 286
(-84, 264) 31 2172 286
(-84, 265) 31 2172 286
(-84, 266) 31 2173 286
(-84, 267) 31 2173 286
(-84, 268) 31 2173 286
(-84, 269) 31 2173 286
(-84, 270) 31 2173 286
(-84, 271) 31 2174 287
(-84, 272) 31 2174 287
(-84, 273) 31 2174 287
(-84, 274) 31 2174 287
(-84, 275) 31 2174 287
(-84, 276) 31 2175 287
(-84, 277) 31 2175 287
(-84, 278) 31 2175 287
(-84, 279) 31 2175 287
(-84, 280) 31 2175 287
(-84, 281) 32 2240 295
(-84, 282) 32 2240 295
(-84, 283) 32 2240 295
(-84, 284) 32 2240 295
(-84, 285) 32 2240 295
(-84, 286) 32 2241 295
(-84, 287) 32 2241 295
(-84, 288) 32 2241 295
(-84, 289) 32 2241 295
(-84, 290) 32 2241 295
(-84, 291) 32 2242 296
(-84, 292) 32 2242 296
(-84, 293) 32 2242 296
(-84, 294) 32 2242 296
(-84, 295) 32 2242 296
(-84, 296) 32 2243 296
(-84, 297) 32 2243 296
(-84, 298) 32 2243 296
(-84, 299) 32 2243 296
(-84, 300) 32 2243 296
(-84, 301) 33 2308 304
(-84, 302) 33 2308 304
(-84, 303) 33 2308 304
(-84, 304) 33 2308 304
(-84, 305) 33 2308 304
(-84, 306) 33 2309 304
(-84, 307) 33 2309 304
(-84, 308) 33 2309 304
(-84, 309) 33 2309 304
(-84, 310) 33 2309 304
(-84, 311) 33 2310 305
(-84, 312) 33 2310 305
(-84, 313) 33 2310 305
(-84, 314) 33 2310 305
(-84, 315) 33 2310 305
(-84, 316) 33 2311 305
(-84, 317) 33 2311 305
(-84, 318) 33 2311 305
(-84, 319) 33 2311 305
(-84, 320) 33 2311 305
(-84, 321) 34 2376 313
(-84, 322) 34 2376 313
(-84, 323) 34 2376 313
(-84, 324) 34 2376 313
(-84, 325) 34 2376 313
(-84, 326) 34 2377 313
(-84, 327) 34 2377 313
(-84, 328) 34 2377 313
(-84, 329) 34 2377 313
(-84, 330) 34 2377 313
(-84, 331) 34 2378 314
(-84, 332) 34 2378 314
(-84, 333) 34 2378 314
(-84, 334) 34 2378 314
(-84, 335) 34 2378 314
(-84, 336) 34 2379 314
(-84, 337) 34 2379 314
(-84, 338) 34 2379 314
(-84, 339) 34 2379 314
(-84, 340) 34 2379 314
(-84, 341) 35 2444 322
(-84, 342) 35 2444 322
(-84, 343) 35 2444 322
(-84, 344) 35 2444 322
(-84, 345) 35 2444 322
(-84, 346) 35 2445 322
(-84, 347) 35 2445 322
(-84, 348) 35 2445 322
(-84, 349) 35 2445 322
(-84, 350) 35 2445 322
(-84, 351) 35 2446 323
(-84, 352) 35 2446 323
(-84, 353) 35 2446 323
(-84, 354) 35 2446 323
(-84, 355) 35 2446 323
(-84, 356) 35 2447 323
(-84, 357) 35 2447 323
(-84, 358) 35 2447 323
(-84, 359) 35 2447 323
(-84, 360) 35 2447 323
(-83, 1) 18 1288 169
(-83, 2) 18 1288 169
(-83, 3) 18 1288 169
(-83, 4) 18 1288 169
(-83, 5) 18 1288 169
(-83, 6) 18 1289 169
(-83, 7) 18 1289 169
(-83, 8) 18 1289 169
(-83, 9) 18 1289 169
(-83, 10) 18 1289 169
(-83, 11) 18 1290 170
(-83, 12) 18 1290 170
(-83, 13) 18 1290 170
(-83, 14) 18 1290 170
(-83, 15) 18 1290 170
(-83, 16) 18 1291 170
(-83, 17) 18 1291 170
(-83, 18) 18 1291 170
(-83, 19) 18 1291 170
(-83, 20) 18 1291 170
(-83, 21) 19 1356 178
(-83, 22) 19 1356 178
(-83, 23) 19 1356 178
(-83, 24) 19 1356 178
(-83, 25) 19 1356 178
(-83, 26) 19 1357 178
(-83, 27) 19 1357 178
(-83, 28) 19 1357 178
(-83, 29) 19 1357 178
(-83, 30) 19 1357 178
(-83, 31) 19 1358 179
(-83, 32) 19 1358 179
(-83, 33) 19 1358 179
(-83, 34) 19 1358 179
(-83, 35) 19 1358 179
(-83, 36) 19 1359 179
(-83, 37) 19 1359 179
(-83, 38) 19 1359 179
(-83, 39) 19 1359 179
(-83, 40) 19 1359 179
(-83, 41) 20 1424 187
(-83, 42) 20 1424 187
(-83, 43) 20 1424 187
(-83, 44) 20 1424 187
(-83, 45) 20 1424 187
(-83, 46) 20 1425 187
(-83, 47) 20 1425 187
(-83, 48) 20 1425 187
(-83, 49) 20 1425 187
(-83, 50) 20 1425 187
(-83, 51) 20 1426 188
(-83, 52) 20 1426 188
(-83, 53) 20 1426 188
(-83, 54) 20 1426 188
(-83, 55) 20 1426 188
(-83, 56) 20 1427 188
(-83, 57) 20 1427 188
(-83, 58) 20 1427 188
(-83, 59) 20 1427 188
(-83, 60) 20 1427 188
(-83, 61) 21 1492 196
(-83, 62) 21 1492 196
(-83, 63) 21 1492 196
(-83, 64) 21 1492 196
(-83, 65) 21 1492 196
(-83, 66) 21 1493 196
(-83, 67) 21 1493 196
(-83, 68) 21 1493 196
(-83, 69) 21 1493 196
(-83, 70) 21 1493 196
(-83, 71) 21 1494 197
(-83, 72) 21 1494 197
(-83, 73) 21 1494 197
(-83, 74) 21 1494 197
(-83, 75) 21 1494 197
(-83, 76) 21 1495 197
(-83, 77) 21 1495 197
(-83, 78) 21 1495 197
(-83, 79) 21 1495 197
(-83, 80) 21 1495 197
(-83, 81) 22 1560 205
(-83, 82) 22 1560 205
(-83, 83) 22 1560 205
(-83, 84) 22 1560 205
(-83, 85) 22 1560 205
(-83, 86) 22 1561 205
(-83, 87) 22 1561 205
(-83, 88) 22 1561 205
(-83, 89) 22 1561 205
(-83, 90) 22 1561 205
(-83, 91) 22 1562 206
(-83, 92) 22 1562 206
(-83, 93) 22 1562 206
(-83, 94) 22 1562 206
(-83, 95) 22 1562 206
(-83, 96) 22 1563 206
(-83, 97) 22 1563 206
(-83, 98) 22 1563 206
(-83, 99) 22 1563 206
(-83, 100) 22 1563 206
(-83, 101) 23 1628 214
(-83, 102) 23 1628 214
(-83, 103) 23 1628 214
(-83, 104) 23 1628 214
(-83, 105) 23 1628 214
(-83, 106) 23 1629 214
(-83, 107) 23 1629 214
(-83, 108) 23 1629 214
(-83, 109) 23 1629 214
(-83, 110) 23 1629 214
(-83, 111) 23 1630 215
(-83, 112) 23 1630 215
(-83, 113) 23 1630 215
(-83, 114) 23 1630 215
(-83, 115) 23 1630 215
(-83, 116) 23 1631 215
(-83, 117) 23 1631 215
(-83, 118) 23 1631 215
(-83, 119) 23 1631 215
(-83, 120) 23 1631 215
(-83, 121) 24 1696 223
(-83, 122) 24 1696 223
(-83, 123) 24 1696 223
(-83, 124) 24 1696 223
(-83, 125) 24 1696 223
(-83, 126) 24 1697 223
(-83, 127) 24 1697 223
(-83, 128) 24 1697 223
(-83, 129) 24 1697 223
(-83, 130) 24 1697 223
(-83, 131) 24 1698 224
(-83, 132) 24 1698 224
(-83, 133) 24 1698 224
(-83, 134) 24 1698 224
(-83, 135) 24 1698 224
(-83, 136) 24 1699 224
(-83, 137) 24 1699 224
(-83, 138) 24 1699 224
(-83, 139) 24 1699 224
(-83, 140) 24 1699 224
(-83, 141) 25 1764 232
(-83, 142) 25 1764 232
(-83, 143) 25 1764 232
(-83, 144) 25 1764 232
(-83, 145) 25 1764 232
(-83, 146) 25 1765 232
(-83, 147) 25 1765 232
(-83, 148) 25 1765 232
(-83, 149) 25 1765 232
(-83, 150) 25 1765 232
(-83, 151) 25 1766 233
(-83, 152) 25 1766 233
(-83, 153) 25 1766 233
(-83, 154) 25 1766 233
(-83, 155) 25 1766 233
(-83, 156) 25 1767 233
(-83, 157) 25 1767 233
(-83, 158) 25 1767 233
(-83, 159) 25 1767 233
(-83, 160) 25 1767 233
(-83, 161) 26 1832 241
(-83, 162) 26 1832 241
(-83, 163) 26 1832 241
(-83, 164) 26 1832 241
(-83, 165) 26 1832 241
(-83, 166) 26 1833 241
(-83, 167) 26 1833 241
(-83, 168) 26 1833 241
(-83, 169) 26 1833 241
(-83, 170) 26 1833 241
(-83, 171) 26 1834 242
(-83, 172) 26 1834 242
(-83, 173) 26 1834 242
(-83, 174) 26 1834 242
(-83, 175) 26 1834 242
(-83, 176) 26 1835 242
(-83, 177) 26 1835 242
(-83, 178) 26 1835 242
(-83, 179) 26 1835 242
(-83, 180) 26 1835 242
(-83, 181) 27 1900 250
(-83, 182) 27 1900 250
(-83, 183) 27 1900 250
(-83, 184) 27 1900 250
(-83, 185) 27 1900 250
(-83, 186) 27 1901 250
(-83, 187) 27 1901 250
(-83, 188) 27 1901 250
(-83, 189) 27 1901 250
(-83, 190) 27 1901 250
(-83, 191) 27 1902 251
(-83, 192) 27 1902 251
(-83, 193) 27 1902 251
(-83, 194) 27 1902 251
(-83, 195) 27 1902 251
(-83, 196) 27 1903 251
(-83, 197) 27 1903 251
(-83, 198) 27 1903 251
(-83, 199) 27 1903 251
(-83, 200) 27 1903 251
(-83, 201) 28 1968 259
(-83, 202) 28 1968 259
(-83, 203) 28 1968 259
(-83, 204) 28 1968 259
(-83, 205) 28 1968 259
(-83, 206) 28 1969 259
(-83, 207) 28 1969 259
(-83, 208) 28 1969 259
(-83, 209) 28 1969 259
(-83, 210) 28 1969 259
(-83, 211) 28 1970 260
(-83, 212) 28 1970 260
(-83, 213) 28 1970 260
